업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
커피나인-이태원점,2021년 4월 3일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","비도오고 싸늘해서 ... 따땃한커피 두잔 시켰는데 아이스 두잔이 왔네요 ㅠㅠ 

바쁘시더라두 꼭 잘 챙겨주세요~
커피는 엄청 맛나네요 ㅠㅠ"
커피나인-이태원점,2021년 4월 3일,5,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",쿠키도 맛있네요 커피도요 잘 먹겠습니다
커피나인-이태원점,2021년 4월 1일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",돌체라떼랑 아메리카노 둘 다 맛있어요
커피나인-이태원점,2021년 3월 31일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",윈두 둘다 색다른 맛이고 저렴한 가격에 비해 높은 만족감을 쥤어요.
커피나인-이태원점,2021년 3월 30일,3,4,5,"
            돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),더치라떼 에티오피아/1
          ",편히합니다 근데 가격보다품질을더개선햇으면하는
커피나인-이태원점,2021년 3월 29일,4,4,4,"
            아메리카노/3(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),죠리퐁라떼/1(추가 선택(덜달게))
          ",주문했는데 일부가 안왔지만 말씀드렸더니 다시 빨리 보내주셨어요!
커피나인-이태원점,2021년 3월 29일,4,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),죠리퐁라떼/1
          ",맛있고 배달도 빨랐어요!
커피나인-이태원점,2021년 3월 29일,3,3,5,"
            나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),더치라떼 과테말라/1
          ","보통입니다맛은 쿠키도쪼끄맣고맛도보통
배달은빠르읍니다 근데 무료배송이라는게신기.. 차라리 최소판매가격을높이고품질이나일회용감소상향이낫지않을까하는"
커피나인-이태원점,2021년 3월 29일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",라떼 코코나인 원두로 마셨는데 진짜 고소하고 맛있어요
커피나인-이태원점,2021년 3월 29일,5,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",라때 맛이나요!! 쿠키도 맛나요
커피나인-이태원점,2021년 3월 27일,5,5,5,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),죠리퐁라떼/1(추가 선택(얼음조금))
          ","집에서 커피마시고 싶을때 너무 좋아요 
양도 좋고 배달도 빨라요 감사합니다 많이 파세요 :)"
커피나인-이태원점,2021년 3월 27일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",항상 맛있어요 시켜먹여요
커피나인-이태원점,2021년 3월 26일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",항상 좋은가격에 커피를 마실수있어요
커피나인-이태원점,2021년 3월 26일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ",커피머신이 망가져서 요즘 매일 시켜먹어요 ㅎㅎ 빠르고 맛도 좋고 배달비도 없어서 부담 없고 별 다섯개 드립니다:)
커피나인-이태원점,2021년 3월 26일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",쿠키 정말 맛나네요!! 커피도 평타이상!!
커피나인-이태원점,2021년 3월 25일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","커피 너무 맛있어요~
배달도 빠르고 맛도 좋고
가끔 커피다흘려서배송하는 가게가 있는데
여기는 하나도 안흘리고 안전배달해주시네요^^
다음에 또 주문할게요~~~"
커피나인-이태원점,2021년 3월 24일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",빠르고 커피맛있었습니다. 감사합니다.
커피나인-이태원점,2021년 3월 23일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(샷추가))
          ",커피 맛도 좋구 배달도 빨라요 :)
커피나인-이태원점,2021년 3월 23일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",좋아요 가격대비 최고
커피나인-이태원점,2021년 3월 22일,5,5,5,"
            이태원/1
          ","아주만족스럽네요
자주시키겠습니다"
커피나인-이태원점,2021년 3월 21일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",가격은 저렴한데 맛있어요~ 저번에 모루고 연하게 눌러서 한번 더 주문한건데 맛있었어요~ 배달비도 무료고 자주시킬게요
커피나인-이태원점,2021년 3월 21일,4,4,5,"
            라떼/2(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",아니 왜 홀더 안주시나요? ??????ㅠㅠㅠㅠㅠㅠ
커피나인-이태원점,2021년 3월 20일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),더치커피 과테말라/1(HOT or ICE 선택(HOT))
          ","커피맛있어요~
배달도친절하셨어요~"
커피나인-이태원점,2021년 3월 19일,5,5,5,"
            나인슈페너/1(HOT or ICE 선택(ICE),추가 선택(샷추가))
          ",이 집 아인슈페너 맛집!
커피나인-이태원점,2021년 3월 19일,3,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ","2잔정도만 주문해도 배달이 되니 아주 좋아요
돌체라떼가 좀 밍숭?한 느낌인 건 아쉬웠어요"
커피나인-이태원점,2021년 3월 19일,5,5,5,"
            달구나 라떼/2
          ",달고나도 많이 주시고 잘먹었습니다~
커피나인-이태원점,2021년 3월 19일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(설탕시럽 추가))
          ",맛있는 커피 잘마셨어요 😊
커피나인-이태원점,2021년 3월 18일,4,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피맛도 좋구 빨리 오고 가격도 착해요
커피나인-이태원점,2021년 3월 18일,5,4,4,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",진하고 너무 맛있어요 짱입니다
커피나인-이태원점,2021년 3월 18일,5,5,5,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",너무 쵸고속이에요 👏🏻 주문하고 5분만에 도착한 것 같아 요! 오늘도 맛맛!
커피나인-이태원점,2021년 3월 17일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(덜달게))
          ",맛잇어요 넘 맛나서 사진찍을 새가 없엇어요 ㅋㅋ
커피나인-이태원점,2021년 3월 17일,5,5,5,"
            바닐라 라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),더치커피 디카페인/1(HOT or ICE 선택(ICE))
          ",최소금액 적고 무료라 좋아요
커피나인-이태원점,2021년 3월 17일,5,5,5,"
            라떼/2(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",무료배달이라 너무 좋아요
커피나인-이태원점,2021년 3월 16일,5,5,5,"
            죠리퐁라떼/1(추가 선택(덜달게,얼음조금)),더치라떼 과테말라/1(추가 선택(진하게))
          ",또 시켜 마셨는데 역시 맛있네요:)
커피나인-이태원점,2021년 3월 16일,3,3,4,"
            이태원/1
          ","보통입니다,....."
커피나인-이태원점,2021년 3월 15일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE),추가 선택(연하게,얼음조금))
          ",맛있어요♡감사합니다♡
커피나인-이태원점,2021년 3월 14일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",여기 가격 좋고 커피 진짜 맛있네요. 다음에는 산미있는거 시켜봐야겠어요!
커피나인-이태원점,2021년 3월 13일,5,5,5,"
            이태원/1,더치라떼 케냐/1
          ",더치커피가 맛있네요
커피나인-이태원점,2021년 3월 13일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),달구나 라떼/1(추가 선택(덜달게,얼음조금))
          ",완전 괜찮은것 같아요 ㅋㅋㅋ
커피나인-이태원점,2021년 3월 11일,5,5,5,"
            돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT),추가 선택(샷추가)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",배달도 빠르고 쿠키라 너무 맛잇어요..
커피나인-이태원점,2021년 3월 9일,5,4,4,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피가 향도 좋고 맛도 좋아여
커피나인-이태원점,2021년 3월 8일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT),추가 선택(샷추가,얼음조금)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",맛나게 잘 마셨어요!!
커피나인-이태원점,2021년 3월 6일,5,5,5,"
            바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),카라멜 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금))
          ",맛있게 잘마셨습니다!!
커피나인-이태원점,2021년 3월 6일,1,1,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(샷추가)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",처음으로 이곳에서 주문했는데 실망입니다 HOT으로 주문했는데 COLD로 배달을 해주셨네요 마땅히 바로 전화할 번호도 없어서 리뷰로 이의제기합니다 고객의 주문을 제대로 확인 바랍니다
커피나인-이태원점,2021년 3월 5일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),이태원/1
          ",맛있어요 특히 이태원 달달해서 좋아요
커피나인-이태원점,2021년 3월 4일,5,5,5,"
            이태원/1
          ",초코 엄청 진하고 맛있어요 배달도 빨라서 아주 만족합니다 디저트 종류 많이 파셨으면 좋겠어요~!
커피나인-이태원점,2021년 3월 4일,5,5,5,"
            카라멜 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",맛있게 잘 먹었어요 ㅎㅎ요즘 무료 배달 없는데 배달비 없이 저렴하기까지 ㅋㅋ최고네요
커피나인-이태원점,2021년 3월 4일,4,5,5,"
            아메리카노/3(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ","커피 땡기는 날
익스프레스 배달에 별점 좋은 커피나인 첫 주문!

맛
ㆍ아이스아메리카노 :  주문페이지에 연하기 선택 체크란이 있어서 진할 줄 알았는데 살짝 연해요. 샷 추가가 아닌 진하게 요청드리면 조금 더 진하게 가능할까요?
맛은 보편적인 아메리카노 맛 입니다.
ㆍ돌체라떼 : 라떼에 가까워요. 돌체라떼 먹고팠는데 ㅜㅜ

양 : 넉넉합니다~

배달 : 완전 빠르고, 안전포장!!!

단골이 됐으면 좋겠는데...
살짝 고민됩니다.
그래도 한번 더 주문해볼게요.
다음에는 조금 더 잘 부탁드립니다~"
커피나인-이태원점,2021년 3월 3일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키)),더치 캔/1(메뉴 선택(과테말라))
          ",맛있어용ㅎㅎ 빨리오고
커피나인-이태원점,2021년 3월 2일,5,4,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(덜달게)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","커피가 컵에 반만 담겨있어서 조금 놀랐어요
다행히 제 입엔 좀 진해서 우유를 조금 더 넣으니 한컵 못되게 되긴했어요
하지만 그마저 쏟아서.....ㅋㅋㅋㅋㅋ
하여간 잘 마셨습니다"
커피나인-이태원점,2021년 3월 1일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피가 항상 맛있어요👍
커피나인-이태원점,2021년 2월 28일,5,5,5,"
            나인은 못말려/1(추가 선택(덜달게,얼음조금)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",시나몬을 굉장히 좋아하는 편이라 제 입맛에 찰떡이었어요! 배달도 빠르고 쿠키도 맛있게 먹었습니다:) 또 시킬게요:)
커피나인-이태원점,2021년 2월 28일,2,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",완전 맛있어요 항상 시켜먹어요
커피나인-이태원점,2021년 2월 27일,5,5,5,"
            나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","쿠키 너무 맛있어요! 그리고 쿠키 관련해서 문의드렸었는데 너무 친절하게 응대해주셨습니다!
앞으로도 쿠키는 여기서만 먹을거같아요😀"
커피나인-이태원점,2021년 2월 27일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(설탕시럽 추가))
          ",맛있는커피 안전하게 와서 잘먹었습니다~
커피나인-이태원점,2021년 2월 24일,4,4,4,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",처음 시켜봤는데 커피가 기대했던것 보다 맛있고 양도 많았어요!
커피나인-이태원점,2021년 2월 23일,5,5,5,"
            나인슈페너/1(HOT or ICE 선택(ICE),추가 선택(샷추가))
          ","집에 있는 떡이랑 같이 먹었습니다.
아인슈패너 정말 맛있게 먹었습니다. 
샷 한 개 추가하니 밸런스가 더 좋아진 것 같아요.
감사히 잘 먹었습니다."
커피나인-이태원점,2021년 2월 23일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",배달이 빠릅디다.. 아이스 라때 맛나요.
커피나인-이태원점,2021년 2월 22일,5,5,5,"
            나인슈페너/1(HOT or ICE 선택(ICE),추가 선택(샷추가,얼음조금))
          ",처음 시켰는데 배달 빠르고 커피 맛있네요 크림 좋아하는데 엄청 맛있어요 잘 마셨습니다
커피나인-이태원점,2021년 2월 21일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ","사랑합니다 커피나인 
커피나인은 사랑입니다"
커피나인-이태원점,2021년 2월 20일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),더치 캔/1(메뉴 선택(과테말라))
          ",재주문인데 오늘도 만족입니다!
커피나인-이태원점,2021년 2월 16일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금))
          ",빠르고 양도많규 가격도좋고 좋네요 ㅎ자주주문하겟습니다-
커피나인-이태원점,2021년 2월 15일,4,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인슈페너/1(HOT or ICE 선택(ICE))
          ","아인슈페너 크림 찐하고 맛있네요
배달도 빨리 옵니다"
커피나인-이태원점,2021년 2월 15일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피 맛있고 양 많고 배달 빨라요 굿
커피나인-이태원점,2021년 2월 14일,5,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ",맛있는 커피 빠른 배달 감사합니다~
커피나인-이태원점,2021년 2월 14일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(설탕시럽 추가,덜달게,얼음조금)),더치커피 케냐/1(HOT or ICE 선택(ICE),추가 선택(얼음조금))
          ",커피항상잘마시고있습니다
커피나인-이태원점,2021년 2월 12일,5,5,5,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(설탕시럽 추가))
          ",이번에도 안전하게 배달됬고 맛있었습니다~
커피나인-이태원점,2021년 2월 10일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",대! 조ㄴ맛!!!!!!!!!!!!👍👍👍👍👍
커피나인-이태원점,2021년 2월 10일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가))
          ",항상 시켜마시고 있어요
커피나인-이태원점,2021년 2월 8일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",커피 두잔에도 배달해주는 카페 최고에요
커피나인-이태원점,2021년 2월 8일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),바닐라 라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",배달이 무료라서 자주 이용하고 있습니다
커피나인-이태원점,2021년 2월 7일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",배달비 무료에 커피도 맛있고 또 시켜먹을게요^^
커피나인-이태원점,2021년 2월 6일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT),추가 선택(설탕시럽 추가)),라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT),추가 선택(연하게))
          ",매우 만족합니다 ^^
커피나인-이태원점,2021년 2월 6일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),죠리퐁라떼/1(추가 선택(덜달게))
          ",저렴한가격에 빠른배달 감사해요. 많이 파세요😍
커피나인-이태원점,2021년 2월 4일,4,4,4,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가,얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가))
          ",항상 먹고일어요 맛있어요
커피나인-이태원점,2021년 2월 4일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ",이보다 더 좋을 순 없다
커피나인-이태원점,2021년 2월 2일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피 두잔만 시켰는데 멀리서 빠른배송 감사드립니다
커피나인-이태원점,2021년 2월 2일,5,5,5,"
            라떼/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ",중독될 것 같은 맛있는 커피에요 잘마셨어요^^
커피나인-이태원점,2021년 2월 1일,5,5,5,"
            바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ",배달도 빠르고 가격도 착한데 맛도있네요👍
커피나인-이태원점,2021년 1월 31일,5,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",단골될 것 같아요!!
커피나인-이태원점,2021년 1월 31일,4,4,4,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가,얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가))
          ",5번째 시키네요 단골!
커피나인-이태원점,2021년 1월 29일,4,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(샷추가)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가,설탕시럽 추가))
          ",핫/아이스 샷추가/안추가 체크 잘 부탁드립니다.포장이 튼튼합니다.감사합니다.
커피나인-이태원점,2021년 1월 29일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",잘마셨습니다.
커피나인-이태원점,2021년 1월 29일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),나인슈페너/1(HOT or ICE 선택(HOT))
          ","아인슈페너 시켰는데 녹지 않고 잘 왔어요
비쥬얼도 끝내주고 맛도  진짜 최고예요
하루에 커피 한잔만 먹으려고 하는데
여기서 주문하면 꼭 두잔 다 먹어버립니다
진심 라떼 고소하고 최고예요~~"
커피나인-이태원점,2021년 1월 28일,5,5,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","비회원으로 주문해마시다가 너무 맛있고 포장도 섬세하셔서 가입하고 또 주문했어요~
쿠키도 맛있네요! 다양하게 만들어주시면 좋겠어요~"
커피나인-이태원점,2021년 1월 27일,5,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),이태원/1
          ","배달부터 맛까지 만족입니다
사진은 잘못찍었네요"
커피나인-이태원점,2021년 1월 27일,5,5,5,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(설탕시럽 추가))
          ","요청사항 잘챙겨주셔서 감사해요 ☺
시원하고 맛있는 커피마셨어요~"
